name;Producto;ID Producto;Unidad de Medida;peso;Valor (Balboas)
El Salvador;Los demás medicamentos, (excepto los  productos de las partidas 30.02,  30.05 o 30.06) constituidos por productos  mezclados o sin mezclar, preparados para usos terapéuticos o profilácticos, dosificados  o  acondicionados para la venta al por menor.;3004.90.99.00.00;KB;4663;608796
El Salvador;"Barnices a base de polímeros sintéticos  o  naturales modificados, dispersos o disueltos en un  medio  no acuoso; excepto a base de poliésteres, polímeros, acrílicos o vinílicos para cuero, para  instalaciones  eléctricas, para  artistas y  para el recubrimiento interior de envases de alimentos.";3208.90.29.00.90;KB;510;1397
El Salvador;Pinturas a base de polímeros acrílicos o vinílicos, excepto para serigrafía.;3209.10.19.00.00;KB;352334;461222
El Salvador;Pigmentos (incluidos el polvo y escamillas  metálicas), dispersos en medios no acuosos, líquidos o en  pasta, de los tipos utilizados para la fabricación de pinturas, excepto de aluminio.;3212.90.19.00.00;KB;1480;1895
El Salvador;Tintas de imprimir negras, excepto para máquinas codificadoras.;3215.11.90.00.00;KB;260;923
El Salvador;Las demás tintas de imprimir, excepto negras  y  para máquinas codificadoras.;3215.19.90.00.00;KB;790;4340
El Salvador;"Jabón para el baño, de belleza o desodorante, incluso con  abrasivos, jabón  desodorante, jabón de  glicerina  para  el baño, incluso con sustancias  bacteriostáticas; preparaciones orgánicas tensoactivas usadas  como  jabón  de baño,   de belleza  o  desodorante, incluso  con  sustancias bacteriostáticas.";3401.11.10.00.00;KB;198000;414920
El Salvador;Desechos, desperdicios y recortes de plástico, excepto de  etileno, estireno y cloruro de vinilo.;3915.90.00.00.00;KB;22000;1320
El Salvador;Vajillas y demás artículos de  plástico  para  el  servicio de mesa o cocina.;3924.10.90.00.00;KB;2420;11591
El Salvador;Desperdicios  y desechos de papel o cartón obtenido principalmente a partir  de  pasta  mecánica (por ejemplo: diarios, periódicos e impresos similares).;4707.30.00.00.00;KB;20520;9020
El Salvador;Los  demás papeles o cartones, incluidos los desperdicios y desechos sin clasificar.;4707.90.00.00.00;KB;1852836;130532
El Salvador;Los  demás  papeles  y  cartones kraft, de peso superior o igual a 225 g/m², sin estucar ni recubrir.;4804.59.00.00.00;KB;179222;107977
El Salvador;Los demás papeles resistentes a las grasas (<<greaseproof>>).;4806.20.90.00.00;KB;15522;58986
El Salvador;Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa con impresión para empacar  o  envolver, sin anuncios publicitarios.;4811.90.43.00.00;KB;88010;381113
El Salvador;Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa con impresión para empacar  o  envolver, con anuncios publicitarios.;4811.90.44.00.00;KB;6110;26518
El Salvador;Papel higiénico de pasta de papel.;4818.10.00.00.00;KB;22862;46671
El Salvador;Otros productos laminados planos de hierro o acero sin alear, de anchura superior o igual a 600 mm, chapados o revestidos, cincados de otro modo, ondulados.;7210.41.90.00.00;KB;18390;19309
El Salvador;"Las demás construcciones  y  sus partes  de fundición, hierro o acero, excepto las construcciones prefabricadas de la partida 94.06; chapas, barras, perfiles, tubos y similares de fundición, hierro o acero, preparados para la construcción.";7308.90.90.00.00;KB;161494;356981
El Salvador;Plomo  en  bruto con antimonio como el otro elemento predominante en peso.;7801.91.00.00.00;KB;627540;1195819
El Salvador;Chapas, hojas y tiras, de cinc.;7905.00.00.00.00;KB;22208;19389
El Salvador;Artículos para canalizaciones, caballetes  para tejados, claraboyas y otras manufacturas para la construccion, de cinc.;7907.00.10.00.00;KB;3208;3349
Emiratos Árabes Unidos;Piñas (ananás), frescas o secas.;0804.30.00.00.00;KB;53294;30718
Emiratos Árabes Unidos;Café tostado, descafeinado.;0901.22.00.00.00;KB;29568;467753
Emiratos Árabes Unidos;Teca en bruto, incluso descortezadas, desalburadas o escuadradas. ;4403.49.00.00.10;KB;72000;8770
Emiratos Árabes Unidos;Las demás maderas, incluso descortezadas, desalburadas o escuadradas  de  las  maderas  tropicales  citadas  en la  nota de subpartida 2 de este capítulo.;4403.49.00.00.90;KB;11000;4770
Eslovenia;Café tostado, descafeinado.;0901.22.00.00.00;KB;70;4255
España;Despojos comestibles  de  animales de  la  especie  bovina, frescos o refrigerados.;0206.10.00.00.00;KB;36912;29530
España;Camarones cultivados, sin ahumar, congelados.;0306.17.11.00.00;KB;491475;2331844
España;Calabazas (zapallos), y  calabacines (Cucurbita spp.), frescas o refrigeradas.;0709.93.00.00.00;KB;2817893;1014389
España;Piñas (ananás), frescas o secas.;0804.30.00.00.00;KB;1113246;398041
España;Sandías frescas.;0807.11.00.00.00;KB;236229;77398
España;Melones frescos.;0807.19.00.00.00;KB;586700;254095
España;Café oro, sin tostar y sin descafeinar.;0901.11.30.00.00;KB;60889;163542
España;Café tostado, descafeinado.;0901.22.00.00.00;KB;272;10494
España;Aceite de palma y sus fracciones, en bruto.;1511.10.00.00.00;KB;5280000;3300846
España;Aceites  vegetales  hidrogenados usados  en  la  industria alimenticia.;1516.20.10.00.00;KB;22000;11440
España;Pasta de cacao, sin desgrasar.;1803.10.00.00.00;KB;12500;36375
España;Manteca, grasa y aceite de cacao.;1804.00.00.00.00;KB;8500;35432
España;Cacao en polvo sin adición de azúcar ni otro edulcorante.;1805.00.00.00.00;KB;92280;114840
España;Ron.;2208.40.10.00.00;LT;49089;183100
España;Harina de pescado.;2301.20.10.00.00;KB;1070260;1212916
España;Minerales de cobre y sus concentrados.;2603.00.00.00.00;KB;137540000;207183727
España;Cementos,  morteros, hormigones  y  preparaciones similares, refractarios, excepto grafito  artificial, coloidal  o  semicoloidal.;3816.00.00.00.00;KB;26000;4593
España;Desechos, desperdicios y recortes de polímeros de etileno.;3915.10.00.00.00;KB;7160;1074
España;Bolsos de mano (carteras), incluso  con  bandolera o sin asas, con superficie exterior de hojas  de plástico o materia textil.;4202.22.00.00.00;KB;4897;14692
España;Bolsos de mano (carteras), incluso con  bandolera o  sin asas, excepto con superficie exterior  de cuero natural, regenerado, hojas  de  plástico  o  materia textil.;4202.29.00.00.00;KB;387;14583
España;Pantalones largos o cortos (calzones), con peto y shorts, de punto para  hombres o niños, de algodón.;6103.42.00.00.00;KB;52;860
España;Pantalones largos o cortos (calzones), con peto y shorts,  de punto, para  mujeres  o  niñas, de  las demás materias  textiles.;6104.69.00.00.00;KB;1778;14226
España;Camisas,  blusas  y  blusas camiseras, de punto, para mujeres, de algodón.;6106.10.10.00.00;KB;320;11265
España;«T-shirts» y camisetas interiores, de punto, de algodón.;6109.10.00.00.00;KB;151;3065
España;Los demás suéteres (jerseys), pullovers, cardigans, chalecos y artículos similares, de punto, de algodón.;6110.20.00.00.90;KB;17;283
España;Suéteres (jerseys), pullovers, cardigans, chalecos  y artículos similares, de punto, de fibras  sintéticas o  artificiales.;6110.30.00.00.90;KB;962;13788
España;Abrigos, impermeables, chaquetones, capas y artículos similares, para mujeres o niñas, de  algodón, excepto los de  la partida 62.04.;6202.12.00.00.00;KB;122;2542
España;Chaquetas (sacos), para hombres  o  niños, de algodón,  excepto camisillas, guayaberas y sacos camisas.;6203.32.90.00.00;KB;598;20631
España;Vestidos para mujeres, de fibras sintéticas.;6204.43.10.00.00;KB;949;15585
España;Faldas y faldas pantalón, para mujeres, de fibras sintéticas.;6204.53.20.00.00;KB;179;4700
España;Camisas para hombres con valor CIF mayor o igual  de B/.66.00 la docena, de algodón, excepto hechas totalmente a mano.;6205.20.19.00.90;KB;297;13320
España;Las  demás prendas de vestir para hombres  o  niños, de  algodón.;6211.32.90.00.00;KB;83;1321
España;Las demás gorras y quepis, incluso guarnecidas, de punto o confeccionadas  con  encajes, fieltro  u  otros  productos textiles en pieza.;6505.00.39.00.00;KB;30;534
España;Bisuterías  de  metal  común, incluso plateadas, doradas o platinadas.;7117.19.00.00.00;KB;75;3920
España;Desperdicios y desechos, de fundición, de hierro o acero.;7204.10.00.00.00;KB;211156;82786
España;Los demás desperdicios y desechos de  fundición, hierro o acero.;7204.49.00.00.00;KB;67297;6063
España;"Las demás construcciones  y  sus partes  de fundición, hierro o acero, excepto las construcciones prefabricadas de la partida 94.06; chapas, barras, perfiles, tubos y similares de fundición, hierro o acero, preparados para la construcción.";7308.90.90.00.00;KB;44410;73721
España;Desperdicios y desechos, de cobre.;7404.00.00.00.00;KB;135000;498300
España;Desperdicios y desechos, de aluminio.;7602.00.00.00.00;KB;390000;66450
Estados Unidos de América;Caballos vivos reproductores de raza pura.;0101.21.00.00.00;CU;4000;20000
Estados Unidos de América;Despojos comestibles  de  animales de  la  especie  bovina, frescos o refrigerados.;0206.10.00.00.00;KB;22449;78572
Estados Unidos de América;Los demás salmónidos, frescos o refrigerados, excepto los hígados, huevas y lechas.;0302.19.00.00.00;KB;6563561;14009269
Estados Unidos de América;Lenguados (Solea spp.), frescos o refrigerados, excepto los hígados, huevas y lechas.;0302.23.00.00.00;KB;5004;16369
Estados Unidos de América;Atunes  de  aleta  amarilla  (rabiles), (Thunnus albacares),  frescos  o  refrigerados,  excepto   los  hígados,  huevas  y  lechas.;0302.32.00.00.00;KB;2847438;7729376
Estados Unidos de América;Cobias  (Rachycentron  canadum), frescos  o  refrigerados,  excepto los hígados, huevas y lechas.;0302.46.00.00.00;KB;394432;4311678
Estados Unidos de América;Peces espada (Xiphias  gladius), frescos  y  refrigerados, excepto los hígados, huevas y lechas.;0302.47.00.00.00;KB;4386;5000
Estados Unidos de América;Merluzas (Merluccius  spp., Urophycis  spp.),  frescos o  refrigerados, excepto los hígados, huevas y lechas.;0302.54.00.00.00;KB;41236;150175
Estados Unidos de América;Pargos (Lutjanus spp.), frescos o  refrigerados, excepto los hígados, huevas y lechas.;0302.89.10.00.00;KB;2105779;6674476
Estados Unidos de América;Dorados (Coryphaena hippurus), frescos  o  refrigerados, excepto los hígados, huevas y lechas.;0302.89.20.00.00;KB;336676;957544
Estados Unidos de América;Corvinas (Sciaena spp.), frescas  o  refrigeradas, excepto  los hígados, huevas y lechas.;0302.89.40.00.00;KB;25450;140792
Estados Unidos de América;Meros (Epinephelus guaza), frescos o refrigerados, excepto los hígados, huevas y lechas.;0302.89.70.00.00;KB;243222;1261995
Estados Unidos de América;Otros pescados frescos o refrigerados, excepto los hígados, huevas y lechas.;0302.89.90.00.00;KB;499168;1283651
Estados Unidos de América;Tilapias  (Oreochromis  spp.), congeladas, excepto  filetes  hígados, huevas y lechas.;0303.23.00.00.00;KB;297703;580659
Estados Unidos de América;Lenguados  (Solea  spp.),  congelados, excepto  filetes, hígados, huevas y lechas.;0303.33.00.00.00;KB;70332;193550
Estados Unidos de América;Atunes   de  aleta  amarilla  (rabiles), (Thunnus  albacares),     congelados,  excepto filetes los hígados, huevas y lechas.;0303.42.00.00.00;KB;345750;764663
Estados Unidos de América;Peces  espada (Xiphias gladius), congelados, excepto filetes, hígados, huevas y lechas.;0303.57.00.00.00;KB;5952;10000
Estados Unidos de América;Los demas pescados congelados, excepto filetes, hígados, huevas y lechas.;0303.89.00.00.00;KB;45047;249985
Estados Unidos de América;"Filetes y demás carne (incluso picada), frescas  o refrigerada,  de  carpas (Cyprinus  spp.; Carassius  spp; Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp.; Mylopharyngodon  piceus),Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama  spp.), frescos o refrigerados.";0304.39.00.00.00;KB;14043;76549
Estados Unidos de América;Rayas (Rajidae), en filetes, frescos o refrigerados.;0304.48.00.00.00;KB;36000;112500
Estados Unidos de América;Tilapias (Oreochromis spp.), en filetes, congelados.;0304.61.00.00.00;KB;71109;277124
Estados Unidos de América;Atunes (del género Thunnus), listados o bonitos  de vientre rayado (Euthynnus (katsuwonus) pelais), en filetes, congelados.;0304.87.00.00.00;KB;506702;1550739
Estados Unidos de América;Pargos (Lutjanus spp.), en filetes congelados, excepto los hígados, huevas y lechas.;0304.89.10.00.00;KB;150110;888713
Estados Unidos de América;Dorados  (Coryphaena  hippurus), en  filetes  congelados,  excepto los hígados, huevas y lechas.;0304.89.20.00.00;KB;406767;2107341
Estados Unidos de América;Corvinas (Sciaena spp.), en filetes congeladas, excepto los hígados, huevas y lechas.;0304.89.40.00.00;KB;24269;107172
Estados Unidos de América;Meros (Epinephelus guaza), en filetes congelados, excepto los hígados, huevas y lechas.;0304.89.70.00.00;KB;2680;17478
Estados Unidos de América;Otros pescados en filetes congelados, excepto los hígados, huevas y lechas.;0304.89.90.00.00;KB;4860;16038
Estados Unidos de América;Las demás carnes  de pescados  congelados, excepto peces espada, austromerluzas, tilapias, abadejo  de  Alaska,  peces de las familias Bregmacetidae, Euclihthyidae, Gadidae, Macrouridae, Melanonidae,  Merlucciidae,  Moridae y Muraenolepididae.;0304.99.00.00.00;KB;231049;589021
Estados Unidos de América;Colas de langostas (Palinurus spp., Panulirus spp. y Jasus spp.), congeladas, sin pelar ni ahumar.;0306.11.13.00.00;KB;28522;390663
Estados Unidos de América;Camarones  y  langostinos,  de  agua fría (Pandalus spp.,  Crangon  crangon), congelados, excepto ahumados.;0306.16.90.00.00;KB;725658;4488106
Estados Unidos de América;Camarones cultivados, sin ahumar, congelados.;0306.17.11.00.00;KB;93693;543980
Estados Unidos de América;Otros crustáceos, aptos para la alimentación humana, frescos o refrigerados, excepto ahumados.;0306.36.99.00.00;KB;88;780
Estados Unidos de América;Medusas   ( Rhopilema  spp.), secas, saladas o en salmuera, excepto ahumadas.;0308.30.99.00.00;KB;2167;3950
Estados Unidos de América;"Bilis  incluso desecada; glándulas y demás sustancias de origen animal utilizadas para la  preparación  de productos farmacéuticos, frescas, refrigeradas, congeladas o conservadas provisionalmente de otra forma.";0510.00.90.00.00;KB;6614;1263496
Estados Unidos de América;Orquídeas frescas.;0603.13.00.00.00;KB;3306;49556
Estados Unidos de América;Calabazas (zapallos), y  calabacines (Cucurbita spp.), frescas o refrigeradas.;0709.93.00.00.00;KB;2185433;998580
Estados Unidos de América;Plátanos <<plantains>> frescos.;0803.10.10.00.00;KB;564543;385020
Estados Unidos de América;Bananas (Musa balbisiaca acuminata, musa paradisiaca o musa fapientum), frescas.;0803.90.11.00.00;CAJA;23996701;10030206
Estados Unidos de América;Piñas (ananás), frescas o secas.;0804.30.00.00.00;KB;2686249;1158180
Estados Unidos de América;Sandías frescas.;0807.11.00.00.00;KB;403600;220690
Estados Unidos de América;Melones frescos.;0807.19.00.00.00;KB;36960;15995
Estados Unidos de América;Papayas frescas.;0807.20.00.00.00;KB;734805;692400
Estados Unidos de América;Café oro, sin tostar y sin descafeinar.;0901.11.30.00.00;KB;362524;1696358
Estados Unidos de América;Café tostado, sin descafeinar.;0901.21.00.00.00;KB;743354;4126463
Estados Unidos de América;Café tostado, descafeinado.;0901.22.00.00.00;KB;80498;1441864
Estados Unidos de América;Otros huesos  (carozos) y almendras de  frutos y demás  productos  vegetales,  empleados  principalmente  en  la  alimentación humana, no  expresados  ni  comprendidos  en otra  parte, frescos, refrigerados, congelados o secos  incluso pulverizadas.;1212.99.90.00.00;KB;6526;72255
Estados Unidos de América;Azúcar  de  caña en bruto sin adición de aromatizantes ni colorantes, mencionado  en la nota  2 de  la subpartida de  este capítulo.;1701.13.00.00.00;KB;39279140;21573724
Estados Unidos de América;Melaza de caña, excepto comestible.;1703.10.90.00.00;KB;6263322;330193
Estados Unidos de América;Manteca, grasa y aceite de cacao.;1804.00.00.00.00;KB;18000;109400
Estados Unidos de América;Agua gaseada.;2201.10.00.00.10;KB;26471;12166
Estados Unidos de América;Agua mineral.;2201.10.00.00.20;KB;4980;2241
Estados Unidos de América;Ron.;2208.40.10.00.00;LT;242896;925658
Estados Unidos de América;Otros  aguardientes  procedentes de la destilación, previa fermentación, de productos de la caña de azúcar.;2208.40.90.00.00;LT;79970;255879
Estados Unidos de América;Harina de pescado.;2301.20.10.00.00;KB;263000;270890
Estados Unidos de América;Aceites lubricantes de los tipos producidos nacionalmente.;2710.19.93.00.00;KB;84067;100021
Estados Unidos de América;Tintas de imprimir negras, excepto para máquinas codificadoras.;3215.11.90.00.00;KB;2512;17462
Estados Unidos de América;Las demás tintas de imprimir, excepto negras  y  para máquinas codificadoras.;3215.19.90.00.00;KB;8437;76777
Estados Unidos de América;Las demás preparaciones acondicionadas  para la venta al por menor.;3402.20.90.00.00;KB;2784;11831
Estados Unidos de América;Velas, cirios y  artículos  similares, excepto  para  cumpleaños.;3406.00.90.00.00;KB;273256;528808
Estados Unidos de América;Los demás desinfectantes.;3808.94.99.00.90;KB;45856;222836
Estados Unidos de América;Desechos, desperdicios y recortes de polímeros de etileno.;3915.10.00.00.00;KB;70295;15600
Estados Unidos de América;Desechos, desperdicios y recortes de plástico, excepto de  etileno, estireno y cloruro de vinilo.;3915.90.00.00.00;KB;761317;180275
Estados Unidos de América;Otros sacos, (bolsas), bolsitas y cucuruchos de polímeros  de etileno.;3923.21.90.00.00;KB;140934;405755
Estados Unidos de América;Las  demás manufacturas de plástico de las  demás materias de las partidas 39.01 a  39.14.;3926.90.99.00.90;KB;834;2162
Estados Unidos de América;Bolsos de mano (carteras), incluso  con  bandolera o sin asas, con superficie exterior de hojas  de plástico o materia textil.;4202.22.00.00.00;KB;4391;11904
Estados Unidos de América;Bolsos de mano (carteras), incluso con  bandolera o  sin asas, excepto con superficie exterior  de cuero natural, regenerado, hojas  de  plástico  o  materia textil.;4202.29.00.00.00;KB;259;9889
Estados Unidos de América;Artículos de bolsillo o de bolsos de mano (carteras), con la superficie exterior  de hojas de plástico o materia textil, excepto los estuches para gafas.;4202.32.90.00.00;KB;91;2362
Estados Unidos de América;Las demás maderas, incluso descortezadas, desalburadas o escuadradas  de  las  maderas  tropicales  citadas  en la  nota de subpartida 2 de este capítulo.;4403.49.00.00.90;KB;191700;35669
Estados Unidos de América;Las demás maderas aserradas o desbastadas longitudinalmente, cortadas  o  desenrolladas, incluso  cepilladas, lijadas  o  unidas  por  los  extremos, de  espesor  superior a  6 mm.;4407.99.00.00.00;KB;416069;76296
Estados Unidos de América;Estatuillas y demás objetos de adorno, de madera.;4420.10.00.00.90;KB;750;1108
Estados Unidos de América;"Los demás artículos  de  cestería  obtenidos  directamente  en su forma con  materia trenzable  o  confeccionados con  artículos  de la partida 46.01; manufacturas  de esponja vegetal (paste o «lufa»).";4602.90.00.00.00;KB;6;432
Estados Unidos de América;Papel tipo bond o  tablet, papel cebolla, papel para escribir máquina y  demás  papeles  para  correspondencia, sin impresión, en bobinas (rollos), o en hojas cuadradas o rectangulares en las que un lado sea superior  o  igual a 50.8 cm  y el otro sea  superior  o  igual a 76.2 cm, sin plegar (superior o igual a 20 x 30),  de peso inferior 40 g/m².;4802.54.31.00.00;KB;2647;3097
Estados Unidos de América;Papel higiénico de pasta de papel.;4818.10.00.00.00;KB;136766;288457
Estados Unidos de América;Papel toalla.;4818.20.20.00.00;KB;543885;1056605
Estados Unidos de América;Cajas de papel o cartón corrugados.;4819.10.00.00.00;KB;885;1000
Estados Unidos de América;Tarjetas postales sin franquear, con vistas de  la República  de Panamá.;4909.00.11.00.00;KB;46;843
Estados Unidos de América;Bordados de las demás materias textiles, excepto insignias para uniformes.;5810.99.90.00.00;KB;88;2606
Estados Unidos de América;Camisas de punto, para hombres o niños, de algodón.;6105.10.00.00.00;KB;9;288
Estados Unidos de América;Camisas,  blusas  y  blusas camiseras, de punto, para mujeres, de algodón.;6106.10.10.00.00;KB;10;360
Estados Unidos de América;«T-shirts» y camisetas interiores, de punto, de algodón.;6109.10.00.00.00;KB;1310;25473
Estados Unidos de América;Chaquetas (sacos), para hombres  o  niños, de algodón,  excepto camisillas, guayaberas y sacos camisas.;6203.32.90.00.00;KB;54;1969
Estados Unidos de América;Camisillas, guayaberas  y  otros sacos camisas para hombres o niños, de las demás materias textiles.;6203.39.10.00.00;KB;792;34535
Estados Unidos de América;Trajes sastre de algodón, para niñas, excepto hasta talla 6x.;6204.12.29.00.00;KB;34;634
Estados Unidos de América;Los demás shorts y  pantalones cortos (calzones), para mujeres o niñas, de  las demás  materias  textiles, incluso  con peto.;6204.69.19.00.00;KB;18;350
Estados Unidos de América;Guantes, mitones y manoplas, excepto para trabajadores.;6216.00.90.00.00;KB;36;702
Estados Unidos de América;Ropa de tocador  o  cocina, de tejido con bucles del tipo para toallas, de algodón.;6302.60.00.00.00;KB;76;2688
Estados Unidos de América;Los demás  artículos  confeccionados, incluidos  los patrones para prendas de vestir.;6307.90.99.00.90;KB;112;2544
Estados Unidos de América;Sombreros y demás tocados, trenzados o fabricados por  unión de tiras  de cualquier materia, incluso guarnecidos, excepto  gorras  y  quepis   con   anuncios  de  carácter  comercial y sombreros de paja o imitaciones de paja.;6504.00.90.00.00;KB;106;6790
Estados Unidos de América;Las demás gorras y quepis, incluso guarnecidas, de punto o confeccionadas  con  encajes, fieltro  u  otros  productos textiles en pieza.;6505.00.39.00.00;KB;174;1875
Estados Unidos de América;Estatuillas  y  demás objetos de adorno, de las demás  piedras, excepto las imágenes destinadas al culto.;6802.99.19.00.00;KB;53;1776
Estados Unidos de América;Ladrillos, placas, baldosas  y  piezas  cerámicas análogas  de  construcción,   refractarios,   excepto   los  de  harinas  silíceas  fósiles  o  de   tierras  silíceas  análogas,  con  un  contenido  de  los  elementos  Mg  (magnesio), Ca  (calcio),  o  Cr  (cromo),   considerados   aislados  o  conjuntamente,  superior al  50%  en peso, expresados  en  MgO (óxido  de magnesio), Co (óxido de calcio), u Cr2O3 (óxido crómico).;6902.10.00.00.00;KB;127473;99943
Estados Unidos de América;Artículos para el servicio de mesa o cocina, de porcelana.;6911.10.00.00.00;KB;435;6816
Estados Unidos de América;Las  demás  estatuillas y demás artículos  para adorno, de cerámica.;6913.90.00.00.90;KB;901;10609
Estados Unidos de América;Oro,  incluido  el oro platinado de las demás  formas en bruto, para uso no monetario.;7108.12.00.00.00;KB;8;111726
Estados Unidos de América;Desperdicios y desechos de oro o de chapado (plaqué), de oro, excepto las  barreduras que contengan  otro metal precioso.;7112.91.00.00.00;KB;51;317000
Estados Unidos de América;Desperdicios y desechos, de fundición, de hierro o acero.;7204.10.00.00.00;KB;1197453;632804
Estados Unidos de América;Los  demás perfiles de hierro o acero sin alear, simplemente acabados en frío, obtenidos a partir de productos laminados planos.;7216.61.90.00.00;KB;148067;193529
Estados Unidos de América;Puertas, ventanas y sus marcos, contramarcos y umbrales de fundición, hierro  o  acero, excepto  las  construcciones  prefabricadas de la partida 94.06.;7308.30.00.00.00;KB;100;528
Estados Unidos de América;"Las demás construcciones  y  sus partes  de fundición, hierro o acero, excepto las construcciones prefabricadas de la partida 94.06; chapas, barras, perfiles, tubos y similares de fundición, hierro o acero, preparados para la construcción.";7308.90.90.00.00;KB;45744;91771
Estados Unidos de América;Las demás manufacturas, de hierro o acero, excepto forjadas.;7326.90.90.00.00;KB;13859;23289
Estados Unidos de América;Desperdicios y desechos, de cobre.;7404.00.00.00.00;KB;467412;1402130
Estados Unidos de América;Desperdicios y desechos, de aluminio.;7602.00.00.00.00;KB;7312998;2193317
Estados Unidos de América;Plomo  en  bruto con antimonio como el otro elemento predominante en peso.;7801.91.00.00.00;KB;300040;571125
Estados Unidos de América;Los demás muebles de madera.;9403.60.00.00.00;KB;4335;26250
Estados Unidos de América;Exhibidores de mercancías, plásticos que descansen en el suelo.;9403.70.11.00.00;KB;34;753
Estados Unidos de América;Almohadas, almohadones, asientos y cojines, excepto eléctrico y de caucho no neumático.;9404.90.19.00.00;KB;12;336
Filipinas;Café tostado, descafeinado.;0901.22.00.00.00;KB;448;5206
Filipinas;Minerales de cobre y sus concentrados.;2603.00.00.00.00;KB;31524216;39178551
Francia;Camarones  y  langostinos,  de  agua fría (Pandalus spp.,  Crangon  crangon), congelados, excepto ahumados.;0306.16.90.00.00;KB;327;1650
Francia;Medusas   ( Rhopilema  spp.), secas, saladas o en salmuera, excepto ahumadas.;0308.30.99.00.00;KB;3873;5152
Francia;Piñas (ananás), frescas o secas.;0804.30.00.00.00;KB;142872;115418
Francia;Café tostado, descafeinado.;0901.22.00.00.00;KB;13229;138959
Francia;Otros huesos  (carozos) y almendras de  frutos y demás  productos  vegetales,  empleados  principalmente  en  la  alimentación humana, no  expresados  ni  comprendidos  en otra  parte, frescos, refrigerados, congelados o secos  incluso pulverizadas.;1212.99.90.00.00;KB;520;8164
Francia;Ron.;2208.40.10.00.00;LT;162996;406764
Granada;Melaza de caña, excepto comestible.;1703.10.90.00.00;KB;1300000;96719
Granada;Aceites lubricantes de los tipos producidos nacionalmente.;2710.19.93.00.00;KB;62654;89564
Grecia;Café tostado, sin descafeinar.;0901.21.00.00.00;KB;2767;21023
Grecia;Café tostado, descafeinado.;0901.22.00.00.00;KB;3665;133814
Grecia;Desperdicios y desechos, de aluminio.;7602.00.00.00.00;KB;20412;13500
Guadalupe y Dependencias;Ñames (Dioscorea  alata), fresca, refrigerada, congelada  o seca, incluso troceada o en <<pellets>>.;0714.30.20.00.00;KB;49894;34100
Guadalupe y Dependencias;Naranjas, frescas o secas.;0805.10.00.00.00;KB;65520;33360
Guatemala;Caballos vivos reproductores de raza pura.;0101.21.00.00.00;CU;1000;10000
Guatemala;Los demás cortes (trozos), deshuesada, de carne de animales de la especie bovina, fresca o refrigerada.;0201.30.00.00.90;KB;57822;380752
Guatemala;Los demás cortes (trozos), sin deshuesar, de carne de animales de la especie bovina, congelada.;0202.20.00.00.90;KB;990;4066
Guatemala;Los demás cortes (trozos), sin deshuesar, de carne de animales de la especie bovina, congelada.;0202.30.00.00.90;KB;317713;1100177
Guatemala;Despojos comestibles  de  animales de  la  especie  bovina, frescos o refrigerados.;0206.10.00.00.00;KB;6766;22486
Guatemala;Lenguados (Solea spp.), frescos o refrigerados, excepto los hígados, huevas y lechas.;0302.23.00.00.00;KB;64;212
Guatemala;Los demás moluscos, incluidos la harina, polvo y <<pellets>> de moluscos, aptos  para  la  alimentación humana, secos, salados o en salmuera, excepto ahumados.;0307.99.90.00.00;KB;129;647
Guatemala;Leche y nata (crema), sin adición de azúcar ni otro edulcorante, evaporadas, con un  contenido  de  materias grasas, superior a 1.5% en peso, excepto de cabra.;0402.91.92.00.00;KB;186260;373069
Guatemala;Queso fundido, excepto el rayado o en polvo.;0406.30.00.00.00;KB;73981;378339
Guatemala;"Quesos Emmentaler; Gruyere; Appenzell; Edam; Feta; Gouda; Camembert; Brie; Cotija;  Chihuahua  (excepto  frescos).";0406.90.90.00.10;KB;2388;11983
Guatemala;Los demás quesos, excepto quesos cheddar y muenster.;0406.90.90.00.90;KB;4176;20502
Guatemala;Tripas para la fabricación de embutidos.;0504.00.10.00.00;KB;1360;2811
Guatemala;"Los demás productos  de origen  animal  no expresados ni comprendidos   en  otra  parte;  animales  muertos  de los  capítulos 1 o 3, impropios   para la  alimentación humana, excepto cochinilla, huevos, embriones, crin y las esponjas naturales.";0511.99.90.00.00;KB;12107;209518
Guatemala;Salmones enteros o en trozos, envasados herméticamente o al vacio.;1604.11.00.00.10;KB;36723;737019
Guatemala;Lomos de atún, cocidos, congelados, enteros o en trozos, excepto picado.;1604.14.10.00.00;KB;5408;66332
Guatemala;Preparaciones  y  conservas  de  salmón, envasados herméticamente o al vacío.;1604.20.93.00.00;KB;2154;25848
Guatemala;Ron.;2208.40.10.00.00;LT;5473;17404
Guatemala;Vinagre y sucedáneos del vinagre  obtenidos  a  partir del  ácido acético.;2209.00.00.00.00;KB;80880;45000
Guatemala;Las demás preparaciones de los utilizados para la alimentación de los animales.;2309.90.99.00.00;KB;287009;201600
Guatemala;Pinturas a base de polímeros acrílicos o vinílicos, excepto para serigrafía.;3209.10.19.00.00;KB;84437;108233
Guatemala;Tintas de imprimir negras, excepto para máquinas codificadoras.;3215.11.90.00.00;KB;400;1684
Guatemala;Las demás tintas de imprimir, excepto negras  y  para máquinas codificadoras.;3215.19.90.00.00;KB;1594;13570
